"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"122,8 m²","","","5 m","3,05 tỷ","","","","","Sổ đỏ","","","","","","Đất khu 8, Phú Hoà, Thủ Dầu Một, đường nhựa 5m thông hẻm, xây nhà hoặc đầu tư đều ok","https://batdongsan.com.vn/ban-dat-phuong-phu-hoa/-khu-8-thu-dau-mot-duong-nhua-5m-thong-hem-xay-nha-c-dau-tu-deu-ok-pr42835131","5 m"
"113 m²","","","5,1 m","16 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","3 tầng","","","Bán nhà mặt phố đường 53, Bình Thuận, Quận 7, 16 tỷ, 113m2. Nở hậu","https://batdongsan.com.vn/ban-nha-mat-pho-duong-53-2-phuong-binh-thuan-3/ban-53-quan-7-16-ty-113m2-no-hau-pr42879428","30 m"
"100 m²","","Bắc","5,1 m","3,05 tỷ","","","","","","3 phòng","3 phòng","2 tầng","","","Cần bán nhà kiệt ô tô gác lửng đúc 3PN - 3WC. Kiệt 137/33 Tô Hiệu","https://batdongsan.com.vn/ban-nha-rieng-duong-to-hieu-phuong-hoa-minh/can-ban-kiet-o-gac-lung-duc-3pn-3wc-kiet-137-33-hieu-pr42447254","5 m"
"104 m²","","","8 m","25,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","34 phòng","34 phòng","8 tầng","","","Tòa CHDV Vĩnh Phúc, 104m2*8T, MT 8m, 3 thoáng, sát phố, 34 phòng KK, chuẩn PCCC, dòng tiền 7.5%/năm","https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-phuc-phuong-vinh-phuc/toa-chdv-104m-8t-mt-8m-3-thoang-sat-pho-34-phong-kk-chuan-pccc-dong-tien-7-5-nam-pr42436000",""
"112,8 m²","Tây - Nam","Đông - Bắc","","100 triệu/m²","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chính chủ cần tiền bán rẻ căn 3PN full nội thất view công viên hồ 14ha The Matrix One Lê Quang Đạo","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/chinh-chu-tien-ban-re-3pn-full-noi-that-view-cong-vien-14ha-dao-pr42338001",""
"115 m²","","","7 m","33 tỷ","","","","Đầy đủ.","+ Pháp lý chuẩn, sổ đỏ lâu dài, vuông đét A4, giao dịch ngay.","5 phòng","8 phòng","5 tầng","","","Bán nhà PL Nguyễn Cơ Thạch, ô tô tránh, KD, 115m2 x 5T, MT 7m, 33 tỷ.","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-co-thach-phuong-my-dinh-1/ban-2-mat-tien-o-to-tranh-kd-116m2x8t-30-ty-pr39772833","25 m"
"80,3 m²","","","","6,1 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cập nhật quỹ căn bán chung cư Sunshine City Ciputra tháng 4/2025 hàng đẹp - giá cạnh tranh","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/mua-nha-don-tet-an-vui-cap-nhat-danh-sach-ban-moi-nhat-gia-uu-dai-pr38855157",""
"30 m²","","","5,15 m","4,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất kẻ tạnh, giang biên - oto đỗ tận cửa, ngõ thẳng, nông, sát phố","https://batdongsan.com.vn/ban-dat-pho-ke-tanh-phuong-giang-bien-1/ban-oto-do-tan-cua-ngo-thang-nong-sat-pho-pr42543998","2,3 m"
"35 m²","Đông - Nam","Đông - Nam","4 m","5 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","Bán nhà riêng 5 tỷ, 35m2, MT 4m, tại Thạch Bàn, Long Biên, đẹp, nhiều tiện ích. Gần Cầu Vĩnh Tuy","https://batdongsan.com.vn/ban-nha-rieng-pho-ngoc-tri-phuong-thach-ban-1/-5-ty-35m2-mt-4m-tai-long-bien-dep-nhieu-tien-ich-gan-cau-vinh-tuy-pr42695270","3 m"
"35 m²","","","3,5 m","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","Bán nhà Xa La Hà Đông, 35m2x5T thang máy, ô tô đỗ cửa, giáp KĐT Xa La, giá 8, x tỷ. Lh 0984 672 ***","https://batdongsan.com.vn/ban-nha-rieng-duong-xa-la-phuong-phuc-la/ban-ha-dong-35m2x5t-thang-may-o-to-do-cua-giap-kdt-gia-8-x-ty-lh-pr42185139","2,5 m"
"914 m²","","","19 m","8,5 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Gần 1000m2 full thổ cư - mặt tiền đường quốc phòng ven biển - view biển Gio Hải - Quảng Trị","https://batdongsan.com.vn/ban-dat-duong-quoc-lo-1a-thi-tran-dien-sanh/-truong-con-so-khai-nhieu-quy-hoach-lon-dang-trien-khai-co-hoi-dau-tu-cuc-tot-pr37742389","30 m"
"100 m²","Đông - Nam","Đông - Nam","5 m","23 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","","","Siêu hot. Bán nhà 2 tầng đẹp trục chính kinh doanh view sông sát vách trường học, DT 100m2 giá 2tỷ3","https://batdongsan.com.vn/ban-nha-rieng-thi-tran-quat-lam/sieu-hot-ban-2-tang-dep-truc-chinh-kinh-doanh-view-song-sat-vach-truong-hoc-dt-100m-gia-2ty3-pr42922859","10 m"
"624,5 m²","","","23 m","51,9 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","6 phòng","7 phòng","3 tầng","","","Giảm 3 tỷ còn 51,9 tỷ/2 lô biệt thự liền nhau trục chính sầm uất nhất đô thị Dệt đẹp nhất Nam Định","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-hieu-phuong-nang-tinh-prj-khu-do-thi-det-may/giam-3-ty-ban-2-lo-nhau-truc-chinh-sam-uat-nhat-dep-nhat-nam-dinh-pr41373018","20 m"
"35 m²","","Đông - Nam","3,55 m","3 tỷ","","","","","Sổ đỏ/ Sổ hồng","6 phòng","4 phòng","5 tầng","","","Cần bán gấp, full nội thất,mới, đẹp, căn góc, xe con đậu trong nhà 35m2, 5 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-dong-mai-1/can-ban-gap-full-noi-that-moi-dep-can-goc-xe-con-dau-trong-35m2-5-tang-pr42933485","5 m"
"65 m²","","","","12,25 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","8 phòng","5 phòng","6 tầng","","","Chính chủ cần bán nhà mới tại Văn Điển, Thanh Trì","https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-thi-tran-van-dien/chinh-chu-can-ban-moi-tai-thanh-tri-pr42650191",""
"544 m²","","","","Thỏa thuận","","","","","","","","","","","Cho thuê showroom, cửa hàng mặt đường Ngọc Hồi, vị trí siêu đẹp. DT 544m2 ( gồm 310m2 và 234m2 )","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-ngoc-hoi-xa-ngoc-hoi-1/cho-showroom-mat-vi-tri-sieu-dep-dt-544m2-gom-310m2-va-234m2-pr42508768",""
"50 m²","","","4,2 m","8,25 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","","","Bán nhà: Ngọc Hồi, gần BX Nước Ngầm, 50m2, 5 tầng, oto vào nhà, kinh doanh. Nhỉnh 8 tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-tam-hiep-6/ban-gan-bx-nuoc-ngam-50m2-5-tang-oto-vao-kinh-doanh-nhinh-8-ty-pr42818132","4 m"
"47 m²","","","","1,89 tỷ","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","1 phòng","","","","Duy nhất căn giá cực tốt tầng đẹp tòa CT10 Đại Thanh 47m TK 2PN,, giá chỉ 1.89 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-trong-tue-xa-ta-thanh-oai-prj-chung-cu-dai-thanh/duy-nhat-gia-cuc-tot-tang-dep-toa-ct10-47m-co-the-sua-2pn-so-do-gia-2-04-ty-pr41422301",""
"56 m²","","","","6 triệu/tháng","","Theo nhà cung cấp","Theo nhà cung cấp","Cơ bản","","2 phòng","1 phòng","","Ở ngay","","Cho thuê căn hộ chung cư Nhân Phú 56m2, có 2 phòng ngủ","https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tang-nhon-phu-phuong-tang-nhon-phu-b-prj-nhan-phu/c-56m2-co-2-png-ngu-pr42876978",""
"51,7 m²","Tây - Bắc","Đông - Nam","","5,05 tỷ","","","","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng","","","","Căn Hộ 1Pn/1Wc Masteri An Phú, View Thoáng, Tầng Cao, Giá Tốt","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-an-phu/-1pn-1wc-view-tg-tg-cao-gia-tot-pr42902123",""
"370 m²","","","11 m","82 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","1 tầng","","","Duy nhất tài sản XD cao tầng hiếm có KV Thảo Điền, MT 119 Quốc Hương 11x36, giá trực tiếp chính chủ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-huong-phuong-thao-dien/duy-nhat-tai-san-xd-cao-tang-hiem-co-kv-mt-119-11x36-gia-truc-tiep-chinh-chu-pr41260623",""
"70 m²","Đông","Đông","4 m","38 triệu/tháng","","","","Cơ bản","","2 phòng","1 phòng","2 tầng","Ở ngay","","Cho thuê nhà mặt tiền số 18 Trần Não gần giao với song hành","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-tran-nao-phuong-an-khanh/cho-tien-so-18-gan-giao-voi-song-hanh-pr42489989","40 m"
"75 m²","","","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Giá rẻ hơn thị trường 300tr tổng hợp căn hộ tại Masteri Thảo Điền. LH: 0903 037 *** Tiểu Hiền","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/gia-re-n-thi-truong-300tr-tong-p-tai-lh-tieu-hien-pr42826413",""
"250 m²","","Đông - Nam","7 m","42 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Mặt tiền Lê Văn Thịnh 255m2 ngang 7 cSXD 1H1L5L. Vị trí đẹp KD mọi ngành nghề","https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-thinh-phuong-cat-lai/-tien-255m2-ngang-7-csxd-1h1l5l-vi-tri-dep-kd-moi-nganh-nghe-pr42185140","20 m"
"100 m²","","Đông - Nam","","24,9 triệu/tháng","","","","","","4 phòng","","","","","Quái lạ nhà phố rẻ rề ngay trung tâm An Phú - quận 2 có hầm chỉ 24,9tr","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-luong-dinh-cua-phuong-an-phu/quai-la-re-re-ngay-trung-tam-qu-2-co-ham-chi-24-9tr-pr28996361",""
"120 m²","","","","16,8 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","4 tầng","","","Căn góc ngay toà án, đường 12m, DT 6x20m trệt 3 lầu bán 16.8 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-duong-duong-quang-ham-phuong-5-15/can-goc-ngay-toa-an-12m-dt-6x20m-tret-3-lau-ban-15-8-ty-tl-pr41810287","12 m"
"60 m²","","","","1,89 tỷ","","","","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bán nhanh Căn 2 Phòng ngủ và 2WC Dreamhome. Giá bán k phát sinh thêm 1,890 tỷ. K tiếp SALE.","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trinh-quang-nghi-phuong-7-6-prj-dream-home-palace/ban-nhanh-2-phong-ngu-va-2wc-dreamhome-gia-ban-k-phat-sinh-them-1-890-ty-k-tiep-sale-pr42782747",""
"120 m²","","","5 m","7,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","","","BÁN NHÀ ĐẸP 4 TẦNG DT 120 m2 SHR QUẬN 8 GIÁ CHỈ GẦN 64 TRIỆU /1 m2 ĐƯỜNG XE TẢI .CỰC RẺ CHƯA QUA ĐT","https://batdongsan.com.vn/ban-nha-rieng-phuong-7-6/ban-dat-tang-luon-1-can-4-tang-p7-q8-so-hong-duong-xe-tai-dt-120m2-gia-sieu-re-7ty8-pr42363960","10 m"
"175 m²","","","3,5 m","13 triệu/tháng","","Theo nhà cung cấp","Theo nhà cung cấp","","","3 phòng","4 phòng","5 tầng","Ở ngay","","Chính chủ cho thuê nhà 05 tầng mặt ngõ 370 Thụy Khuê - Tây Hồ - Hà Nội","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-thuy-khue-phuong-thuy-khue/chinh-chu-cho-05-tang-mat-ngo-370-tay-ho-ha-noi-pr19857379","4 m"
"72 m²","","Nam","6 m","2,1 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất bán Tái Định Cư Tân Biên 72m2 bao sổ hồng cầm tay giá 2,1 tỷ đường thông bàn cờ 6m","https://batdongsan.com.vn/ban-dat-duong-hoang-van-bon-phuong-tan-bien-1/-ban-tai-dinh-cu-72m2-bao-so-hong-cam-tay-gia-2-1-ty-thong-ban-co-6m-pr42456612","6 m"
"5.000 m²","","","","34,29 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán xưởng 5.000m2 KCN TP Biên Hoà, Đồng Nai, giá chỉ 1,36 triệu đô lh 0933 725 ***","https://batdongsan.com.vn/ban-kho-nha-xuong-phuong-tan-phong-6/cho-thue-2500m2-tai-bien-hoa-chi-35-trieu-thang-lh-pr41956497",""
"600 m²","","","12 m","7,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","3 phòng","","","","Bán nhà xưởng hoặc toàn bộ nhà đang ở","https://batdongsan.com.vn/ban-kho-nha-xuong-duong-dinh-quang-an-phuong-phuoc-tan/ban-hoac-toan-bo-dang-o-pr42881042","7,5 m"
"84 m²","","Nam","4,2 m","5,7 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất đường N2 hướng Nam KDC D2D Võ Thị Sáu phường Thống Nhất","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-n2-phuong-thong-nhat-4-prj-khu-dan-cu-duong-5-noi-dai/ban-huong-nam-kdc-d2d-vo-thi-sau-nhat-pr42515985","7 m"
"40 m²","","","","2,2 triệu/tháng","","","","","","2 phòng","","","","","Chính chủ cho thuê nhà C4 mới xây chỉ 2tr2/tháng gần chợ, trường học, khu du lịch Sơn tiên","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-phuoc-tan/chinh-chu-cho-c4-moi-xay-chi-2tr2-thang-gan-cho-truong-hoc-khu-du-lich-son-tien-pr41757589",""
"74,83 m²","Đông - Bắc","Tây - Nam","","5,8 tỷ","","","","Đầy đủ nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Quỹ căn hộ 2PN 3PN rao bán T4.2025 giá rẻ nhất Imperia đủ loại diện tích. LH số 0947 418 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-imperia-sky-garden/quy-2pn-3pn-rao-ban-gia-re-nhat-du-loai-dien-tich-pr35663984",""
"45 m²","","","","2,5 tỷ","","","","","Sổ hồng riêng, công chứng ngay.","3 phòng","2 phòng","","","","Căn hộ Ngô Quyền giá 2,5 tỷ quận 10 45m2","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngo-quyen-phuong-6-11/-gia-2-5-ty-quan-10-45m-pr42926831",""
"26 m²","","","3,5 m","1,45 tỷ","","","","Đầy đủ.","","2 phòng","1 phòng","2 tầng","","","Bán nhà đẹp lung linh Quận8 26m2 2 tầng tặng nội thất cao cấp giá chỉ 1,45tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-ba-to-phuong-7-6/ban-dep-lung-linh-p7-q8-dt26m-2-tang-tang-noi-that-cao-cap-gia-1-4-ty-mua-ban-cong-chungvi-bang-pr41937244","2 m"
"55 m²","Đông - Nam","","","3,73 tỷ","","","","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng","","","","Chấn động mở bán toà OS2 - The Opus One! Tặng VF3, CK 11%, gói NT 280 tr, chọn được căn đẹp bao lời","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-opus-one-vinhomes-grand-park/chan-dong-mo-ban-toa-os2-tang-vf3-ck-11-goi-nt-280-tr-chon-duoc-dep-bao-loi-pr42686600",""
"70,2 m²","","","","95 triệu/m²","","","","Cơ bản","","2 phòng","2 phòng","","","","Bán căn hộ chung cư 2 ngủ 70,2 m2 ở Liễu giai Tower (26 Liễu giai)","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-cong-vi-prj-lieu-giai-tower/chinh-chu-ban-2-ngu-70-2-m2-o-26-pr42922250",""
"80 m²","","","5 m","25 triệu/tháng","","","","","","1 phòng","2 phòng","2 tầng","","","Nhà mặt phố siêu hot tại Phạm Hồng Thái, 25 triệu, 80m2 phù hợp KD quán nhậu hàng ăn","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-pham-hong-thai-phuong-truc-bach/-sieu-hot-tai-25-trieu-80m2-phu-hop-kd-quan-nhau-hang-an-pr42315029",""
"32 m²","","","3 m","10,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","5 tầng","","","PHÂN LÔ-ÔTÔ TRÁNH-ĐƯỜNG THÔNG - PHÂN KHÚC HIẾM- GIÁP PHỐ CỔ- HỒNG HÀ- BA ĐÌNH","https://batdongsan.com.vn/ban-nha-rieng-duong-hong-ha-phuong-nguyen-trung-truc/pn-lo-oto-tranh-t-pn-khuc-hiem-giap-pho-co-ba-dinh-pr42647198",""
"38 m²","","","3,5 m","24 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","","","5 tầng","","","Nhà mặt phố Kim Mã - vị trí đẹp, đắc địa - kinh doanh - VP cho thuê - thông sàn, hiếm nhà bán","https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-kim-ma/-vi-tri-dep-dac-dia-kinh-doanh-vp-cho-thue-thong-san-hiem-ban-pr42332975",""
"80 m²","","","15 m","100 triệu/tháng","","","","","","","","2 tầng","","","Siêu HOT! Cho thuê nhà mặt phố Đào Tấn, Ba Đình với diện tích: 80m2, mặt tiền cực rộng","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-dao-tan-phuong-ngoc-khanh/sieu-hot-cho-ba-dinh-voi-dien-tich-80m2-tien-cuc-rong-pr42882214",""
"212 m²","","","","37 tỷ","","","","","","","","","","","Quỹ Biệt thự trực tiếp CĐT và chuyển nhượng RẺ nhất từ 170tr/m2(Diện tích 80-300m2)- GIá QUÁ tốt","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/chuyen-nhuong-re-hon-cdt-25-tu-80-300m2-gia-ban-tu-165tr-m2-gom-ca-xay-chuyen-nghiep-duoc-viec-pr42545596",""
"38 m²","","","3,6 m","8,5 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","7 tầng","","","MỚI TINH! HỒ BA MẪU ĐỐNG ĐA, 7 TẦNG THANG MÁY, FULL NỘI THẤT, NGÕ THÔNG, KD,38M*7T*3,6M MT","https://batdongsan.com.vn/ban-nha-rieng-duong-ho-ba-mau-phuong-phuong-lien/moi-tinh-dong-da-7-tang-thang-may-full-noi-that-ngo-tng-kd-38m-7t-3-6m-mt-pr42899460",""
"300 m²","","Đông - Nam","40 m","15 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán lô đất 10x30m2 mặt tiền đường Đào Sư Tích, sổ hồng riêng giá 15 tỷ","https://batdongsan.com.vn/ban-dat-duong-le-van-luong-xa-nhon-duc/ban-lo-10x30m2-mat-tien-dao-su-tich-so-hong-rieng-gia-15-ty-pr42061283","40 m"
"120 m²","","","6 m","6,3 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","2 tầng","","","Bán NR tại Nguyễn Văn Tạo, 6,3 tỷ, 120m2, 2 tầng, 4WC, view đẹp, Nhà Bè, HCM","https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-xa-long-thoi/ban-nr-tai-6-3-ty-120m2-2-tang-4wc-view-dep-be-hcm-pr42931915","12 m"
"256 m²","","","8 m","4,9 tỷ","","","","","","","","","","","Bán nhà, mặt tiền đường Nguyễn Văn Tạo - Liên Ấp 3 - 4. Huyện Nhà Bè. DT: 8m x 32m. Giá: 4.9 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-tao-xa-hiep-phuoc/ban-tien-lien-ap-3-4-huyen-be-dt-8m-x-32m-gia-4-9-ty-pr42797161",""
"1.056 m²","","Tây - Nam","12 m","1,6 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán đất chính chủ gần khu du lịch TP Tây Ninh, 0909 732 ***","https://batdongsan.com.vn/ban-dat-duong-so-10-xa-thanh-tan-6/ban-chinh-chu-gan-khu-du-lich-tp-tay-ninh-pr38246976?source=ad&adid=2750818","10 m"
"16 m²","","","","2,9 triệu/tháng","","","","","","","","","","","Cho thuê phòng giá rẻ có hệ thống PCCC an toàn trung tâm phường 3, Quận Tân Bình","https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-pham-van-hai-phuong-3-22/cho-gia-re-co-he-thong-pccc-an-toan-trung-tam-3-quan-tan-binh-pr42904955",""
"360 m²","Đông - Nam","Đông","10,6 m","199 triệu/tháng","Thỏa thuận","Theo nhà cung cấp","Theo nhà cung cấp","Đầy đủ","","11 phòng","11 phòng","5 tầng","Ở ngay","Camera, Bảo vệ, PCCC","Chính Chủ Cho Thuê Nhà MT Cửu Long Hầm 5L 11pn 11wc Giá 199tr Ful NT Thang Máy PCCC 0901 970 *** Ng","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-cuu-long-phuong-2-22/chinh-chu-cho-mt-ham-5l-11pn-11wc-gia-199tr-ful-nt-thang-may-pccc-ng-pr42916084","20 m"
"180 m²","","","9 m","40 triệu/tháng","","Theo nhà cung cấp","Theo nhà cung cấp","Cơ bản","","","","2 tầng","","Camera","Cho thuê nhà mặt tiền khu sầm uất ngay chợ Hoàng Hoa Thám + giáp ranh Khu K300","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-hoang-hoa-tham-phuong-12-10/cho-tien-khu-sam-uat-cho-giap-ranh-khu-k300-pr41002878",""
"35 m²","","","","2,6 tỷ","","","","Có bếp, rèm, máy lạnh","Hợp đồng mua bán","1 phòng","1 phòng","","","","Bán căn hộ 1PN, 1WC tại Wilton Tower, 2,6 tỷ, 35m2, Bình Thạnh, HCM","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-25-prj-wilton-tower/ban-1pn-1wc-tai-2-6-ty-35m2-binh-thanh-hcm-pr42405511",""
"108 m²","Đông","Tây","","6,5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán căn hộ chung cư Sky Light, Minh Khai, 6,5 tỷ, 108m2, view đẹp","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-sky-light/ban-6-5-ty-108m2-view-dep-pr42342459",""
"74 m²","","","","8 tỷ","","","","","Sổ hồng.","2 phòng","2 phòng","","","","Chính chủ cần bán căn hộ dự án Nam Sài Gòn Residences. Gọi chị Hồng: 0946 882 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-saigon-south-residences/chinh-chu-ban-du-an-nam-sai-gon-goi-chi-ng-pr42922649",""
"168 m²","","Đông - Nam","7 m","5 tỷ","","","","Hoàn thiện cơ bản đẹp sẵn.","","6 phòng","6 phòng","4 tầng","","","Bán gấp giá rẻ shophouse MT Lê Trọng Tấn KĐT Phú Cường 7x24m, 3 lầu, giá 5 tỷ, LH: 0901 089 ***","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-phuong-an-hoa-3-prj-khu-do-thi-moi-phu-cuong/ban-gap-mt-phan-rang-sh3-kdt-7x24m-3-lau-gia-6-5-ty-pr29350152","22 m"
"2.066 m²","","","50 m","2,7 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ cần bán đất MT đường nhựa bờ sông hậu 50m, xã Hòa Tân, huyện Cầu Kè, Trà Vinh","https://batdongsan.com.vn/ban-dat-xa-hoa-tan-1/chinh-chu-can-ban-mt-duong-nhua-bo-song-hau-50m-huyen-cau-ke-tra-vinh-pr41587603","5 m"
"207 m²","","Đông - Bắc","9 m","3,15 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Mặt tiền đường ngay Đăng Công Trứ và Nguyễn Nghiêm, bên cạnh trường song ngữ quốc tế","https://batdongsan.com.vn/ban-dat-phuong-an-phu-7/mat-tien-duong-dang-cong-tru-va-nguyen-nghiem-ben-canh-truong-song-ngu-quoc-te-pr42776040","16,5 m"
"81 m²","","","","3,4 tỷ","","","","","","2 phòng","1 phòng","1 tầng","","","Bán nhà riêng tại Xã Yên Thắng, 3,4 tỷ, 81m2, 2PN, 1WC, đẹp, nhiều tiện ích","https://batdongsan.com.vn/ban-nha-rieng-xa-yen-thang-2/ban-tai-3-4-ty-81m2-2pn-1wc-dep-nhieu-tien-ich-pr42902488",""
"294,4 m²","","Tây - Bắc","8 m","12,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Lô đất vàng giá bán gấp - gần Làng Đại Học Quốc Gia TPHCM - 294,4m2 - 12,5 tỷ","https://batdongsan.com.vn/ban-dat-pho-ba-huyen-thanh-quan-phuong-binh-an-1/lo-vang-gia-ban-gap-gan-lang-dai-hoc-quoc-gia-tphcm-294-4m2-12-5-ty-pr42866595","15 m"
