"Description","Location","Price","Price per m²","Space","Title"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","BÁn nhà phố Hoàng Mai - Hoàng Văn Thụ, 31m, 6 tầng. Giá: 8.6 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Trương Định, Hoàng Mai 41m, 5 tầng. Giá: 8.8 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","""Bán nhà Ngõ Quỳnh, Hai Bà Trưng 38m, 4 tầng. Giá: 8.5 tỷ"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Minh Khai, Hoàng Mai 40m, 5 tầng. Giá: 8.6 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Trương Định, Hoàng Mai 56m, 5 tầng. Giá: 9.8 tỷ"
"2 PN • Hướng Đông Nam • Chung cư","Quận Nam Từ Liêm • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán căn hộ 2 phòng ngủ, 2wc tại HD Mon City Nam Từ Liêm, đầu 4 tỷ!"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Trương Định, Hoàng Mai 49m, nhà 5 tầng. Giá: 8.9 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Hoàng Mai - Hoàng Văn THụ 38m, 5 tầng. Giá: 8.8 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Bạch Mai, Hai Bà Trưng 33m, 6 tầng. Giá: 9.7 tỷ."
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Minh Khai, Hai Bà Trưng 40m, 4 tầng. Giá: 7.68 tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Lê Thanh Nghị, Hai Bà Trưng 43m, 4 tầng. Giá: 11.3 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Hoàng Mai, Hoàng Văn Thụ 42m, 4 tầng. Giá: 7.5 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Hàng hiếm tại Minh Khai, 5,4 tỷ, 37m2, 3 tầng, Q.Hai Bà Trưng, HN"
"2 PN • Tập thể, cư xá","Quận Hai Bà Trưng • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán căn tập thể phố Kim Ngưu 60m 2 ngủ tặng nội thất"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Hoàng Mai - Hoàng Văn Thụ, 43m, 4 tầng. Giá: 7.5 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","PHÂN KHÚC HIẾM 35M-5 TẦNG-MT RỘNG,THOÁNG-NGÕ NÔNG-YÊN HOÀ-CẦU GIẤY"
"Đất thổ cư","Huyện Gia Lâm • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","tôi Chính chủ bán Đất Linh Quy Bắc, Kim Sơn, Gia Lâm, 57m, 3.968 tỷ"
"Đất thổ cư • Ngang 5 m","Huyện Sóc Sơn • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán 101,5 M THÔN DƯỢC HẠ -TIÊN DƯỢC -SOC SƠN"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","Bán nhà phố Mai Động, Hoàng Mai 43m, 4 tầng. Giá: 8.5 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 4 ngày trước","8,6 tỷ","277 tr/m²","31 m²","NHÀ ĐẸP NGUYỄN KHÁNH TOÀN, 35M2, 3 NGỦ, VỊ TRÍ CỰ ĐẸP"
"4 PN • Nhà biệt thự","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","HIẾM! KHU VIP PHÂN LÔ-VỈA HÈ-Ô TÔ TRÁNH-96M-VIỆT HƯNG-LONG BIÊN-30 TỶ"
"6 PN • Hướng Tây Bắc • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","CỰC RẺ-HƠN 12 TỶ- NHÀ 93M2-5TẦNG-THANG MÁY-GARA Ô TÔ-6 NGỦ-KINH DOANH"
"4 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","VIP! Ngọc Lâm,Long biên 55m,6 tầng thang máy,Gara 2 ô tô,Full nội thất"
"3 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","CỰC HIẾM-CĂN GÓC 45M-6TẦNG THANG MÁY-GARA Ô TÔ-FULL NỘI THẤT -HƠN 8 TỶ"
"Đất thổ cư","Huyện Thường Tín • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","BÁN ĐẤT LÔ GÓC - VĂN HỘI, VĂN BÌNH, THƯỜNG TÍN, HÀ NỘI"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","HIẾM-HƠN 8 TỶ-CĂN GÓC 50M-4NGỦ FULL NỘI THẤT-Ô TÔ ĐỖ CỬA-GẦN VIỆT PHÁP"
"2 PN • Chung cư","Quận Nam Từ Liêm • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Bán căn hộ MD Complex Mỹ Đình, giá siêu hời 6,5 tỷ, 95m2, 2PN, 2WC"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","GIẢM SÂU!HƠN 12 TỶ- 52M-TRUNG TÂM BỒ ĐỀ-MẶT 5M-Ô TÔ ĐỖ CỬA- Ô TÔ THÔNG"
"4 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","CỰC HIẾM-HƠN 8 TỶ-6 T-THANG MÁY-GARA Ô TÔ-THẠCH BÀN,LONG BIÊN GẦN AEON"
"5 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","PHÂN LÔ LÂM HẠ-BỒ ĐỀ-LONG BIÊN- 73M-8 TẦNG-THANG MÁY-GARA Ô TÔ-FULL ĐỒ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Cực hiếm! Căn góc 45m2,gần Phố,Ô tô tránh, kinh doanh-lâm hạ Long biên"
"5 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Biệt thự VIP phố Nghi Tàm, an sinh đỉnh, đầu tư tốt, 92m*5T nội thất"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Thật 100% Đàm Quang Trung 43m, Ô TÔ tránh thông, Kinh doanh đỉnh,7"
"2 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Chuyển công tác nên cần bán căn 2N1VS, 60m2 Full nội thất chỉ 2.65 tỷ"
"1 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","SIÊU HIẾM CĂN STUDIO VIEW TRỰC DIỆN BỂ BƠI TẶNG NỘI THẤT GIÁ 1 TỶ600TR"
"2 PN • Hướng Đông Nam • Chung cư","Huyện Thanh Trì • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Chỉ 2,52 tỷ - Sở hữu ngay căn hộ lô góc 60m 2PN 2WC tòa CT10 - Sổ đỏ."
"5 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","KIM GIANG Ô TÔ VÀO NHÀ,KDOANH,55M CHỈ HƠN 11 TỶ,HÀNG XÓM kdt THE MANOR"
"1 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","Bán gấp căn Studio giá 1,7 tỷ tại Vinhomes Ocean Park"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","🏡 BÁN NHÀ 5 TẦNG – THANG MÁY – FULL NỘI THẤT TẠI MỄU NHA, TÂY MỖ, NAM"
"4 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Huyện Thanh Trì • 3 ngày trước","30 tỷ","313 tr/m²","96 m²","NHÀ ĐẸP PHÂN LÔ Ô TÔ VÀO NHÀ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Nhà đẹp 3 ngủ full đồ Hoàng Mai Gốc Đề, 34/40m2 chỉ 4.8 tỷ"
"2 PN • Hướng Tây Bắc • Chung cư","Quận Hà Đông • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Cần bán căn hộ 2pn 2wc tầng trung ban công ĐN tại Thanh Hà"
"2 PN • Chung cư","Quận Hoàng Mai • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","CẦN BÁN CẮT LỖ GIÁ ĐẦU TƯ CĂN HỘ 63M2, 2PN TẠI HH LINH ĐÀM"
"1 PN • Chung cư","Huyện Gia Lâm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán gấp căn studio đủ đồ 31m chỉ 1.7 tỷ,view thoáng tại Vin OceanPark"
"Đất thổ cư","Quận Nam Từ Liêm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán đất Tây Mỗ. Lô góc, 40m2, giá 4.88 tỷ"
"1 PN • Chung cư","Huyện Gia Lâm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán nhanh căn hộ 1n+1,1vs 47m2 gias chỉ 2 tỷ 250tr"
"3 PN • Tập thể, cư xá","Quận Cầu Giấy • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán tập thể Mai Dịch, Cầu Giấy. 3 ngủ, 2 vệ sinh, giá 3.55 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Nhà Nhân Hoà, 1 nhà ra phố, ô tô đỗ cửa, thiết kế hiện đại, 35m2*5T"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Chính chủ cần bán nhà An Duong vuong vị trí siêu đẹp"
"Đất thổ cư • Ngang 4 m","Huyện Đông Anh • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán đất thổ cư 44.9m2 thuộc trung tâm Cổ Dương - Tiên Dương"
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán nhà Phú Diễn. DT 41m2, 5 tầng, ô tô đỗ cổng. Giá 7.15 tỷ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Cần bán nhà 56m, 6 tầng thang máy, dân xây phố Võ Thị sáu, HBT, Hà Nội"
"Đất thổ cư • Ngang 9.8 m","Huyện Quốc Oai • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán nhanh lô đất mặt tiền kinh doanh sầm uất QL21a Hoà Lạc"
"2 PN • Hướng Tây • Nhà ngõ, hẻm","Quận Ba Đình • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Cần bán nhà giá rẻ gấp tại quận Ba Đình"
"2 PN • Chung cư","Quận Hoàng Mai • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","CẦN BÁN GẤP THANH KHOẢN CĂN HỘ 67M2 TẠI HH LINH ĐÀM- HOÀNG MAI - HN"
"Đất thổ cư","Quận Bắc Từ Liêm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán đất Phú Diễn, Bắc Từ Liêm. DT 39m2 giá 5.8 tỷ"
"3 PN • Hướng Tây Bắc • Chung cư","Huyện Gia Lâm • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán Căn 3 Ngủ Pavilion - Vinhomes Ocean Park 90m2 Full Đồ Giá 4.95 Tỷ"
"4 PN • Chung cư","Quận Hà Đông • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","HƠN 4 TỶ! CĂN HỘ KĐT YÊN NGHĨA, 4 NGỦ, 3 WC, LÔ GÓC"
"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","Huyện Hoài Đức • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","🏠 BÁN NHÀ RIÊNG 3 TẦNG – NGÕ THÔNG – GẦN KĐT ĐÔ NGHĨA"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 22 giờ trước","4,8 tỷ","120 tr/m²","40 m²","Bán nhà Nguyễn Khánh Toàn - 72m2 - 13 tỷ - 30m ra mặt phố - nhà đẹp"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","CHỈ 6.x TỶ NHỈNH CÓ NGAY 46M2 NHÀ ĐẸP, Ô TÔ QUA CỔNG - PHƯƠNG CA"
"5 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","HOÀNG CẦU - PHÂN LÔ - Ô TÔ CHẠY VÒNG QUANH - 7 TẦNG THANG MÁY FULL NT"
"6 PN • Nhà ngõ, hẻm","Quận Ba Đình • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NHÀ LINH LANG,ĐỘI CẤN– KINH DOANH – Ô TÔ – THANG MÁY – 55M2 x 7 TẦNG"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Hàng Hiếm! Vip Đống Đa, ô tô vào nhà, ngõ rộng hơn phố, KD đỉnh"
"1 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","466 NGÔ GIA TỰ 💥 ÔTÔ 7 CHỖ ĐỖ CỬA,NGÕ CHẠY QUANH BÀN CỜ"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Nhà Phố 8/3 - 1 Nhà Ra Phố - Ô Tô Vào Nhà - Kinh Doanh - KV Sầm Uất"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Cực Hiếm - Nhà Mới Ba Đình, 6 Tầng Thang Máy, Ngõ Rộng, Gần Ô Tô"
"2 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Hoà Bình 7, Ô Tô Vào Nhà, KD Ồn Ào Quá Chủ Nhiều Tuổi Bán Chuyển CC"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Triều Khúc CCMN 8 Tàng 12 Phòng Mới Cứng | PCCC Đầy Đủ | Dòng Tiển Tốt"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Gấp Nhà Nguyễn Đức Cảnh, Ô Tô Đỗ Cửa, Gần Hồ Đền Lừ"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","LA DƯƠNG, DƯƠNG NỘI, NHÀ MỚI 50M2-THANG MÁY-ÔTÔ-TRÁNH NHAU 5M"
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","PHÂN LÔ NGHĨA ĐÔ - 65M2 x 5T - OTO TRÁNH - KD - 2 MẶT NGÕ - 24.8 TỶ."
"Đất thổ cư • Ngang 4.5 m","Huyện Phú Xuyên • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Đất Thổ Cư Phú Xuyên-Hà Nội.Dt 72m2.Giá 850Tr."
"4 PN • Nhà mặt phố, mặt tiền","Quận Ba Đình • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Nhà 2 Mặt Ngõ Linh Lang – Ba Đình, Kinh Doanh Đỉnh, Vị Trí Vàng"
"4 PN • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán nhà đẹp Phú Đô oto su cóc qua nhà"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","VIỆT HƯNG NHÀ MỚI 5 TẦNG - SÁT THE HARMONY - YÊN TĨNH - GIÁ CHỈ 5.X TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","TT CÂU GIẤY- 37M2- 5TẦNG - NHỈNH 7T - NGÕ NÔNG RỘNG - XUNG QUANH TOÀ"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NHÀ CHÍNH CHỦ - GIÁ TỐT - Vị Trí Đẹp Tại Chủ cần bán gấp:"
"Đất thổ cư","Quận Long Biên • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","NGÔ GIA TỰ: ĐẤT VUÔNG ĐÉT - VIEW SÂN CHƠI VĨNH VIỄN - Ô TÔ THÔNG"
"Đất thổ cư • Ngang 3 m","Huyện Thanh Trì • 3 ngày trước","6,35 tỷ","138 tr/m²","46 m²","Bán Đất Khu Tái Định Cư - Liên Ninh -Thanh Trì -H Nội.Giá 4,15 Tỷ."
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Nhà 5 tầng hiện đại nội thất xịn,dân xây"
"4 PN • Nhà ngõ, hẻm","Huyện Hoài Đức • 3 giờ trước • Tin nổi bật","5,35 tỷ","178 tr/m²","30 m²","Nhà đất thổ cư tiền lệ Hoài Đức 4 tầng"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Bán gấp nhà Mễ trì, Nam Từ Liêm 40Mx5T, cách ô tô 20m giá 7.8 tỷ."
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 3 giờ trước","5,35 tỷ","178 tr/m²","30 m²","BÁN GẤP NHÀ MỄ TRÌ, NAM TỪ LIÊM 40MX6T, MT7M, THANG MÁY, LÔ GÓC, Ô TÔ"
"6 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 3 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Nhà đất thổ cư 58 mét khu tập thể đặc công Vĩnh Quỳnh"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 giờ trước","5,35 tỷ","178 tr/m²","30 m²","LÕI CẦU GIẤY- VÕ CHÍ CÔNG MỚI TINH 40M2 6TẦNG -9 TỶ - 10M RA Ô TÔ TRÁN"
"5 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Tôi cần bán nhà riêng phố Quan Hoa - 78m2 - 50m ra phố - 13,5 tỷ"
"2 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","CẦU GIẤY KINH DOANH 115m MT4.5m NHÀ 4 TẦNG GIÁ 14TY8"
"3 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","CẠNH ĐH BÁCH KHOA Ô TÔ VÀO NHÀ 5T 42m MT4m HƠN 10 TY"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Ô TÔ ĐỖ CỔNG TÂY HỒ 65m MT5m NHÀ 4 TẦNG GIA 12TY9"
"4 PN • Hướng Tây • Nhà mặt phố, mặt tiền","Quận Ba Đình • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","BA ĐÌNH MẶT PHỐ - KINH DOANH - NGAY CHỢ NGỌC HÀ. 101m MT4.8m NHÀ 4 TẦN"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","MẶT PHỐ TÂY HỒ 75m MT5m NHÀ 6 TẦNG CHI 15Ty8"
"4 PN • Nhà mặt phố, mặt tiền","Quận Nam Từ Liêm • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","LIỀN KỀ VIGLACERA ĐẠI MỖ - PHÂN LÔ - Ô TÔ TRÁNH - 75m NHÀ 4 TẦNG"
"4 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • 4 giờ trước","5,35 tỷ","178 tr/m²","30 m²","BÁN NHÀ VŨ TÔNG PHAN: Ô TÔ TRÁNH, LÔ GÓC, KINH DOANH ĐỈNH. DT 48M x 6T"
"Đất thổ cư","Huyện Thường Tín • 5 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Đất vành đai 4"
"1 PN • Hướng Tây Bắc • Chung cư","Quận Nam Từ Liêm • 7 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Mình Chính chủ bán căn 1PN+1 Sola Park tiến độ 4 tháng đóng 5%/lần"
"2 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 8 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Bán nhà ngõ Hồng Mai, HBT, HÀ NỘI, 50m2, 6,5tỷ;"
"7 PN • Hướng Nam • Nhà mặt phố, mặt tiền","Huyện Đông Anh • 8 giờ trước","5,35 tỷ","178 tr/m²","30 m²","Mình chính chủ bán đất tặng nhà mới xây cực chắc trục chính làng"
"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Ba Đình • 8 giờ trước • Tin nổi bật","5,35 tỷ","178 tr/m²","30 m²","Bán nhà Đội Cấn, sổ vuông đẹp nở hậu"
"2 PN • Hướng Nam • Nhà ngõ, hẻm","Huyện Sóc Sơn • 8 giờ trước • Tin nổi bật","5,35 tỷ","178 tr/m²","30 m²","Bán nhà vườn soc sơn 1500 m vuông"
"2 PN • Chung cư","Quận Cầu Giấy • hôm qua","8,4 tỷ","105 tr/m²","80 m²","chính chủ gửi bán căn hộ 80m2 2pn-2wc tầng cao view cực đẹp sẵn sổ"
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Nhà 5 Tầng Mới Xây, ÔTô Đỗ cửa, Ngõ 205 Xuân Đỉnh, Ngoại Giao Đoàn."
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán nhà phố Bạch Mai - Ô tô đỗ gần - 5 tầng - Ngõ đẹp. Giá: 5,85 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Mặt ngõ Lê Trọng Tấn, ô tô đỗ cửa, kinh doanh"
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán nhà Tây Mỗ- Từ Liêm- 36m- lô góc- ô tô- ngõ thông- 5 tầng- 6.x tỷ"
"Đất thổ cư","Quận Nam Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán đất Đại Mỗ - 46m - ngõ thông- ô tô - kinh doanh nhỏ- nở hậu-7.x tỷ"
"3 PN • Chung cư","Huyện Gia Lâm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Chính chủ bán căn 3pn,2vs diện tích 80m2 giá 3 tỷ 800tr tại VHOCP"
"4 PN • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • hôm qua","8,4 tỷ","105 tr/m²","80 m²","BÁN NHÀ CẦU GIẤY - CÁCH 2 NHÀ RA MẶT PHỐ - DIỆN TÍCH 46M"
"4 PN • Nhà ngõ, hẻm","Quận Hoàn Kiếm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Siêu phẩm Hoàn Kiếm, lô góc kinh doanh , phố phúc tân, Hà Nội"
"Đất thổ cư • Ngang 5 m","Quận Hà Đông • hôm qua","8,4 tỷ","105 tr/m²","80 m²","🌟 BÁN ĐẤT CHÍNH CHỦ – NGÕ 12 ĐƯỜNG VĂN PHÚ, QUẬN HÀ ĐÔNG, HÀ NỘI 🌟"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","8,4 tỷ","105 tr/m²","80 m²","🏠 NGỌC THUỴ- LONG BIÊN NHÀ ĐẸP - TỰ XÂY CHẮC CHẮN - MẶT TIỀN RỘNG 5.5M"
"3 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán nhà chung cư CT5-ĐN4 Nguyễn Cơ Thach, Mỹ Đình- 85m- 3 ngủ- 2 vs"
"Đất thổ cư","Quận Nam Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán đất Quang Tiến - 45m²-ô tô-kinh doanh nhỏ-ngõ thông-nở hậu-6.1 tỷ"
"4 PN • Nhà phố liền kề","Quận Hà Đông • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán liền kề Geleximco khu D - 90m- 5 tầng- Kinh doanh- Văn phòng"
"Đất thổ cư","Quận Nam Từ Liêm • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán đất Đại Mỗ- Nam Từ Liêm- 42m, ngõ nông, gần mặt đường- 5.x tỷ"
"2 PN • Chung cư","Quận Hà Đông • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán CC Sails Tower, Cầu Bươu, 2,49 tỷ, 45m2, 2PN, 1WC, giá tốt"
"3 PN • Chung cư","Quận Hà Đông • hôm qua","8,4 tỷ","105 tr/m²","80 m²","BÁN CĂN HỘ CHUNG CƯ 3 NGỦ KĐT DƯƠNG NỘI - P. DƯƠNG NỘI HÀ ĐÔNG HÀ NỘI"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","8,4 tỷ","105 tr/m²","80 m²","Bán nhà phân lô Xuân La Tây Hồ"
